Key,english
InkRibbondesc,"Currently useless, but will be needed to save your progress when manual saving is implemented.\n\nHold onto it for now."
DeathMaskDesc,This Death Mask is used on the Door of Evil.
MansionBattery,This will power the door in the courtyard.
Green_Herb,Green Herb
GreenHerbDesc,"Heals you slightly.\n\nHeals 160 health over 2 seconds.\n\nMedical Knowledge: Heals 216 health over 2 seconds."
Red_Herb,Red Herb
RedHerbdesc,"Amplifies the effect of Green Herbs.\n\nCan't be used on its own."
MixedGreenHerbDesc,"Heals you moderately.\n\nHeals 400 health over 5 seconds.\n\nMedical Knowledge: Heals 540 health over 5 seconds."
Green+RedHerbDesc,"Heals you substantially.\n\nHeals 720 health over 9 seconds.\n\nMedical Knowledge: Heals 972 health over 9 seconds."
Blue_Herb,Blue Herb
BlueHerbDesc,"Cures Poison and heals you slightly.\n\nHeals 80 health over 1 second.\n\nMedical Knowledge: Heals 108 health over 1 second."
Yellow_Herb,Yellow Herb
YellowHerbDesc,"The yellow herb is incredibly rare and has miraculous properties that strengthen the constitution of those who consume it. (One time only)\n\nMax Health +600.\nYour health will naturally recover by 1 every 12 seconds.\n\n(Stacks with Pain Tolerance and Passive Healing)"
Green+BlueHerbDesc,"Cures Poison and heals you slightly.\n\nHeals 240 health over 3 seconds.\n\nMedical Knowledge: Heals 324 health over 3 seconds."
Green2+BlueHerbDesc,"Cures Poison and heals you moderately.\n\nHeals 480 health over 6 seconds.\n\nMedical Knowledge: Heals 648 health over 6 seconds."
Green+Red+BlueHerbDesc,"Cures Poison and heals you substantially.\n\nHeals 800 health over 10 seconds.\n\nMedical Knowledge: Heals 1080 health over 10 seconds.\n\nProtection: This miraculous herbal mixture reduces damage by 30% for 120 seconds."
FirstAidSprayDesc,"Greatly heals you.\n\nHeals 1600 health over 20 seconds.\n\nMedical Knowledge: Heals 2160 health over 20 seconds."
WolfBookdesc,A blue coloured book about a Wolf.
WolfMedaldesc,A medal of a Wolf.
EagleBookdesc,A red coloured book about an Eagle.
EagleMedaldesc,A medal of an Eagle.
BookofCurses,Book of Curses
BookOfCursesdesc,A creepy looking book you found on the ground on the 3rd floor.
DogWhistle,Dog Whistle
DogWhistledesc,A whistle used to get the attention of dogs.
DogCollar,Dog Collar
DogCollardesc,Does this collar have some importance?
Coin,Coin
Coindesc,A coin that was found inside a dog's collar.
Lighter,Lighter ([4FC3F7]Light Source[-])
Lighterdesc,Can be used as a small light source.\n\nYou will need this on you to light molotovs.
EmptyBaseBottledesc,Craft into specific bottles before filling.
EmptyBottledesc,A container used to mix chemicals.\n\nFill using the secondary action.
FilledBottledesc,A bottle filled with liquid
MixingBottledesc,Two types of liquid mixing together.
VJoltdesc,A powerful chemical that can weaken Plant 42.\n\nPress the [action:permanent:Activate] button to use.
Crestdesc,A hexagonal shaped crest.
BrokenShotgundesc,A shotgun that is damaged beyond repair.
Herbicidedesc,A chemical used to kill plant life.
MetalObjectdesc,An octagonal object that will unlock the door to the courtyard.
StoneRingdesc,A ring made of stone with an octagonal shape
MetalObject2desc,An octagonal object made out of metal.
StoneMetalObjectdesc,This will unlock the door behind the stairs of the main hall in the mansion.
Cylinderdesc,Looks like something belongs inside the hole.
Shaftdesc,Looks like a ring of some sort is missing.
CylinderShaftdesc,This will power the generator in the mine.
FuelSupplyEmptydesc,"An empty capsule designed to fuel a power source.\n\nFill it with something ice cold.\n\n[FF4F00]WARNING!\nThe main ingredient of this fuel appears to be nitro compound. 'Running' could result in a fatal explosion.[-]"
FuelSupplydesc,"Use this to refuel the roller shutter.\n\n[FF4F00]WARNING!\nThe main ingredient of this fuel appears to be nitro compound. 'Running' could result in a fatal explosion.[-]"
JewelryBox2desc,"A mysterious box, what's inside?"
JewelryBoxdesc,"It's unlocked now, what's inside?"
RedGemstonedesc,This small rock would be worth a fortune...
LockedBoxdesc,Securely locked
PrisonKey,A floppy disk with the word 'MO' on it.
GyrocopterDesc,"Now you can go to the helipad through the laboratory's exit."
REkeys,Use by pressing the [action:permanent:Activate] button while looking at a locked door.
Jill's_LockPick,Jill's LockPick
SwordKey,Sword Key
TerraceKey,Terrace Key
ArmourKey,Armour Key
ClosetKey,Closet Key
ShieldKey,Shield Key
HelmetKey,Helmet Key
EmblemKey,Emblem Key
WolfBook,Wolf Book
WolfMedal,Wolf Medal
EagleBook,Eagle Book
EagleMedal,Eagle Medal
DeathMaskWithoutEyes,Death Mask Without Eyes
DeathMaskWithoutMouth,Death Mask Without Mouth
DeathMaskWithoutNose,Death Mask Without Nose
DeathMaskWithoutAllThree,Death Mask Without All Three
LaboratoryKey,Key for the Power Area
MODisc,MO Disk
EmptyBottle,Empty Bottle
EmptyWaterBottle,Empty Water Bottle
EmptyUMB-No3Bottle,Empty UMB-No3 Bottle
EmptyYellow-6Bottle,Empty Yellow-6 Bottle
WaterFilled,Water (Filled)
UMB-No3Filled,UMB-No3 (Filled)
Yellow-6Filled,Yellow-6 (Filled)
NP-004Filled,NP-004 (Filled)
UMB-No7Filled,UMB-No7 (Filled)
UMB-No10Filled,UMB-No10 (Filled)
VP-017Filled,VP-017 (Filled)
NP-004Mixing,NP-004 (Mixing)
UMB-No7Mixing,UMB-No7 (Mixing)
UMB-No10Mixing,UMB-No10 (Mixing)
VP-017Mixing,VP-017 (Mixing)
V-Jolt,V-Jolt
WindCrest,Wind Crest
MoonCrest,Moon Crest
StarCrest,Star Crest
SunCrest,Sun Crest
BrokenShotgun,Broken Shotgun
Herbicide,Herbicide
MetalObject,Metal Object
StoneRing,Stone Ring
MetalObject2,Metal Object
StoneandMetalObject,Stone and Metal Object
WD-40Spray,WD-40 Spray
UnprintedBook,Unprinted Book
ClawHammer,Claw Hammer
ClawhammerDesc,I can repair the ladder with this!
Battery,Battery
Spraydesc,A lubricating liquid used to loosen joints of metalic objects.
Cylinder,Cylinder
Shaft,Shaft
CylinderShaft,Cylinder Shaft
FuelSupplyCapsuleEmpty,Fuel Supply Capsule (Empty)
FuelSupplyCapsule,Fuel Supply Capsule
Green_Herb,Green Herb
MixedGreenHerb,Mixed Green Herb
Mixed3GreenHerbs,Mixed 3 Green Herbs
MixedGreen+RedHerb,Mixed Green+Red Herb
MixedGreen+BlueHerb,Mixed Green+Blue Herb
Mixed2Green+BlueHerb,Mixed 2 Green+Blue Herb
MixedGreen+Red+BlueHerb,Mixed Green+Red+Blue Herb
Red_Herb,Red Herb
Blue_Herb,Blue Herb
FirstAidSpray,First Aid Spray
FirstAidSprayBox,First Aid Spray Box
FirstAidSprayBoxDesc,"Only craftable when doing Classic Mode."
Military-GradeDuctTape,Military-Grade Duct Tape
JewelryBox2,Jewelry Box
JewelryBox,Jewelry Box
KeytoRoom001,Key to Room 001
KeytoRoom003,Key to Room 003
GalleryKey,Gallery Key
ControlRoomKey,Control Room Key
RedGemstone,Red Gemstone
LockedJewelryBox,Locked Jewelry Box
MasterKey,Master Key

doors
ttLockpickMissing,It won't budge...
DoubleMansionDoorBrown,[4FC3F7]Unlocked[-]
DoubleMansionLockedDoorBrown,[DD4F00]Jammed[-]
DoubleShieldDoorBrown,[DD4F00]Locked[-]
DoubleMansionDoorBrownOld,[4FC3F7]Unlocked[-]
commercialMansionWindowDoorBlue,[4FC3F7]Unlocked[-]
commercialLockedMansionWindowDoorBlue,[DD4F00]Jammed[-]
commercialMansionWindowDoorGrey,[4FC3F7]Unlocked[-]
commercialMansionDoorDoubleBlue,[4FC3F7]Unlocked[-]
commercialLockedMansionDoubleDoorBlue,[DD4F00]Jammed[-]
commercialMansionDoorDoubleGrey,[4FC3F7]Unlocked[-]
commercialMansionDoorBlue,[4FC3F7]Unlocked[-]
commercialMansionMetalObjectDoorBlue,[DD4F00]Locked[-]
commercialLabMansionDoorBlue,[DD4F00]Locked[-]
commercialMansionDoorGrey,[4FC3F7]Unlocked[-]
commercialMansionMasterDoorGrey,[DD4F00]Locked[-]
commercialMansionLockedDoorBlue,[DD4F00]Jammed[-]
ironMansionDoorGrey,[4FC3F7]Unlocked[-]
ironMansionMOdisc1DoorGrey,[DD4F00]Locked[-]
ironMansionMOdisc2DoorGrey,[DD4F00]Locked[-]
ironMansionMOdisc3DoorGrey,[DD4F00]Locked[-]
ironMansionDoorOrange,[4FC3F7]Unlocked[-]
ironMansionLockedDoorOrange,[DD4F00]Jammed[-]
ironControlDoorOrange,[DD4F00]Locked[-]
ironMansionLockableDoorGrey,[DD4F00]Jammed[-]
ironMansionDoorBlack,[4FC3F7]Unlocked[-]
DoorThatSeesSpeaksSmellsNoEvil,[DD4F00]Locked[-]
DoorThatSmellsNoEvil,[DD4F00]Locked[-]
DoorThatSpeaksNoEvil,[DD4F00]Locked[-]
DoorThatSeesNoEvil,[DD4F00]Locked[-]
SingleMansionDoorBrown,[4FC3F7]Unlocked[-]
SingleMansionDoorGrey,[4FC3F7]Unlocked[-]
SingleArmourDoorGrey,[DD4F00]Locked[-]
SingleMansionDoorBrown2,[4FC3F7]Unlocked[-]
SingleMansionDoorGrey2,[4FC3F7]Unlocked[-]
SinglePlantRoomDoorGrey2,[DD4F00]Locked[-]
SingleLockedMansionDoorBrown,[DD4F00]Jammed[-]
SingleSwordDoorBrown,[DD4F00]Locked[-]
SingleSwordDoorWhite,[DD4F00]Locked[-]
SingleSwordDoorBrown2,[DD4F00]Locked[-]
SingleArmourDoorBrown,[DD4F00]Locked[-]
SingleTerraceDoorBrown,[DD4F00]Locked[-]
SingleClosetDoorBrown,[DD4F00]Locked[-]
SingleMansionDoorOldBrown,[4FC3F7]Unlocked[-]
MansionArmourDoorOldBrown,[DD4F00]Locked[-]
MansionRoom001DoorOldBrown,[DD4F00]Locked[-]
MansionRoom003DoorOldBrown,[DD4F00]Locked[-]
MansionGalleryDoorOldBrown,[DD4F00]Locked[-]
SingleMansionDoorOldGrey,[4FC3F7]Unlocked[-]
SingleSwordMansionDoorOldGrey,[DD4F00]Locked[-]
SingleSwordDoorOldBrown,[DD4F00]Locked[-]
SingleHelmetDoorWhite,[DD4F00]Locked[-]
SingleHelmetDoorBrown,[DD4F00]Locked[-]
SingleMansionDoorOldOak2,[4FC3F7]Unlocked[-]
SingleMansionDoorOldGrey2,[4FC3F7]Unlocked[-]
SingleLockedDoorOldGrey2,[DD4F00]Locked[-]
SingleLockedDoorOldoak2,[DD4F00]Locked[-]
SingleShieldDoorOldOak2,[DD4F00]Locked[-]
SingleBookDoorOldOak2,[DD4F00]Locked[-]
SingleEmblemDoorOldOak2,[DD4F00]Locked[-]
SinglePianoDoorOldOak2,[DD4F00]Locked[-]
IronLockedMansionDoorWhite,[DD4F00]Locked[-]
IronArmourMansionDoorWhite,[DD4F00]Locked[-]
jailMansionDoorWhite,[4FC3F7]Unlocked[-]
DoubleMansionDoorWhite,[4FC3F7]Unlocked[-]
DoubleMansionDoorWhiteOld,[4FC3F7]Unlocked[-]
commercialMansionWindowDoorWhite,[4FC3F7]Unlocked[-]
commercialMansionDoorDoubleWhite,[4FC3F7]Unlocked[-]
commercialMansionDoorWhite,[4FC3F7]Unlocked[-]
ironMansionDoorWhite,[4FC3F7]Unlocked[-]
SingleMansionDoorWhite,[4FC3F7]Unlocked[-]
SingleMansionDoorWhite2,[4FC3F7]Unlocked[-]
SingleMansionDoorOldWhite,[4FC3F7]Unlocked[-]
SingleMansionDoorOldWhite2,[4FC3F7]Unlocked[-]
jailMansionDoorGrey,[4FC3F7]Unlocked[-]
jailMansionUnpoweredDoorGrey,[DD4F00]Unpowered[-]
jailMansionLockedDoorGrey,[DD4F00]Jammed[-]
jailMansionDoorDoubleWhite,[4FC3F7]Unlocked[-]
jailMansionDoorDoubleGrey,[4FC3F7]Unlocked[-]
jailMansionLockedDoorDoubleGrey,[DD4F00]Jammed[-]
jailStoneObjectDoorDoubleGrey,[DD4F00]Locked[-]
oldMansionDoor,[4FC3F7]Unlocked[-]
oldShieldDoor,[DD4F00]Locked[-]
oldMansionDoubleDoor,[4FC3F7]Unlocked[-]
ironMansionDoorDoubleWhite,[4FC3F7]Unlocked[-]
ironMansionDoorDoubleArmyGreen,[4FC3F7]Unlocked[-]
ironMansionDoorDoubleBlack,[4FC3F7]Unlocked[-]
ironMansionLabDoorDoubleBlack,[DD4F00]Locked[-]
ironMansionWD40DoorDoubleBlack,[DD4F00]Rusted[-]
ironMansionLockedDoorDoubleBlack,[DD4F00]Jammed[-]
ironArmourDoorDoubleArmyGreen,[DD4F00]Locked[-]
SingleWolfDoorBrown,[DD4F00]Locked[-]
SingleEagleDoorBrown,[DD4F00]Locked[-]
GyrocopterRE,Gyrocopter
elevatorMansionGyroDoorDouble,[DD4F00]Locked[-]
elevatorMansionDoorDouble,[4FC3F7]Unlocked[-]
GrandPiano,Grand Piano
InsertWindCrest,Insert Wind Crest
InsertMoonCrest,Insert Moon Crest
InsertStarCrest,Insert Star Crest
InsertSunCrest,Insert Sun Crest
InsertBrokenShotgun,Insert Broken Shotgun
Plant42'sRoots,Plant 42's Roots - {0}
Plant42'sPoisonedRootsHittoDestroy,Plant 42's Poisoned Roots\n(Hit to Destroy)
MineshaftHatchControlInsertCylinderShaft,[DD4F00]Locked[-]
MineshaftHatchControl,[4FC3F7]Mineshaft Hatch Control[-]
LaboratoryComputer,[4FC3F7]Laboratory Computer[-]
UnpoweredRollerShutterNeedsRefueling,[DD4F00]Unpowered[-]
PoweredRollerShutter,[4FC3F7]Powered Roller Shutter[-]
AK-47HittoPickup,AK-47\n(Hit to Pickup)
QuadRocketLauncherHittoPickup,Quad Rocket Launcher\n(Hit to Pickup)
LockedSuperRocket,Press switch first
PumpShotgunHittoPickup,Pump Shotgun\n(Hit to Pickup)
AssaultShotgunBlock,Assault Shotgun\n(Hit to Pickup)
MagnumRevolverHittoPickup,Magnum Revolver\n(Hit to Pickup)
RocketLauncherHittoPickup,Grenade Launcher\n(Hit to Pickup)
HandgunAmmoHittoPickup,Handgun Ammo\n(Hit to Pickup)
ShotgunAmmoHittoPickup,Shotgun Ammo\n(Hit to Pickup)
MagnumAmmoHittoPickup,Magnum Ammo\n(Hit to Pickup)
RocketAmmoHittoPickup,Rocket Ammo\n(Hit to Pickup)
GrenadeExplosiveHittoPickup,Grenade Shells\n(Hit to Pickup)
GrenadeAcidHittoPickup,Acid Shells\n(Hit to Pickup)
GrenadeFlameHittoPickup,Incendiary Shells\n(Hit to Pickup)
SuperRocket,Rocket Ammo\n(Hit to Pickup)
AssaultRifleAmmoHittoPickup,Assault Rifle Ammo\n(Hit to Pickup)
HandGrenadeHittoPickup,Sticky Grenade\n(Hit to Pickup)
9mmBullet,9×19mm Parabellum Round
Dismantle9mmAmmo,Dismantle 9×19mm Parabellum Round
9mmHPBullet,HiPower 9×19mm Parabellum Round
44MagnumBullet,.357 Magnum Round
Dismantle.44Ammo,Dismantle .357 Magnum Round
44MagnumHPBullet,HiPower .357 Magnum Round
762Bullet,7.62 Rifle Round
Dismantle7.62Ammo,Dismantle 7.62 Rifle Round
762HPBullet,HiPower 7.62 Rifle Round
ShotgunShell,12 Gauge Shotgun Shell
DismantleShotgunShells,Dismantle 12 Gauge Shotgun Shell
ShotgunSlug,Shotgun Slug
LockedAmmoChest,Locked Ammo Chest
AmmoChestCollect,Ammo Crafting Bundle (Hit to Pickup)
AmmoChestCollectDesc,"A box full of ammo crafting supplies.\n\nBe sure to have at least 5 empty inventory slots before opening!\n\nPlace on floor to collect."
AmmoCraftingBundleDesc,"A box full of ammo crafting supplies.\n\nContains the following:\n2400 Gunpowder.\n45 Bullet Casings.\n45 Bullet Tips.\n15 Buckshot.\n30 Polymers."
Backpack,Backpack
BackpackDesc,"This backpack will give you 2 more inventory slots"
S.T.A.R.STrainingManual,S.T.A.R.S Training Manual
attTrainingName, 
attTrainingDesc, 
skillTrainingSurvivalName, 
TrainingManualDesc,You've had special training as a member of S.T.A.R.S. And now you have to use your training to fight for your survival!\n\nRead over what each of the 6 available perks do.\n\nThere are only 3 Training Manuals so choose wisely!
PainToleranceTraining,Pain Tolerance Training
PassiveHealingTraining,Passive Healing Training
MedicalKnowledgeTraining,Medical Knowledge Training
KnifeTrainedTraining,Knife Training
ChemistExpertTraining,Chemist Expert Training
CardioTraining,Cardio Training
ClassicModeJill,Classic Mode (Jill)
ClassicModeChris,Classic Mode (Chris)
ClassicModeName,Classic Mode (Jill)
ClassicModeChrisName,Classic Mode (Chris)
perkClassicModeJillDesc,"Play the game with restrictions like in classic Resident Evil.\n\n1: You'll have less inventory slots.\nJill has 8 slots, Chris has 6 slots.\n\n2: You can't move while you're reloading. Reload faster.\n(Excludes the rocket launcher)\nYou cannot move while aiming, and you cannot fire without aiming.\n\n3: You can't craft ammunition or the closet room items.\n\nJill: 2000 health, 15 Defence, Medical Knowledge, Cardio Training."
perkClassicModeChrisDesc,"Play the game with restrictions like in classic Resident Evil.\n\n1: You'll have less inventory slots.\nJill has 8 slots, Chris has 6 slots.\n\n2: You can't move while you're reloading. Reload faster.\n(Excludes the rocket launcher)\nYou cannot move while aiming, and you cannot fire without aiming.\n\n3: You can't craft ammunition or the closet room items.\n\nChris: 2500 health, 15 Defence, Medical Knowledge, Cardio Training, +25% knife damage, can't use the grenade launcher."
perkPainToleranceNameRE,Pain Tolerance
perkPainToleranceDescRE,Increases your max health by 600.\nReduces damage received by 15%\n\n(Also heals 600)
perkPassiveHealingName,Passive Healing
perkPassiveHealingDesc,Passively heal 1 health every 4 seconds.
perkCardioName,Cardio
perkCardioDesc,Stamina drains 50% slower while sprinting.\nSprint 10% faster.
perkKnifeTrainedName,Knife Trained
perkKnifeTrainedDesc,Inflict 25% more damage.\nAttack 25% faster.\nDrain 3 less stamina with normal attacks\nand 6 less stamina with power attacks.
perkMedicalKnowledgeName,Medical Knowledge
perkMedicalKnowledgeDesc,Medical items are 35% more potent.
perkChemistExpertName,Chemist Expert
perkChemistExpertDesc,When crafting ammo you require 25% less gunpowder.\nWhen crafting gunpowder you require 20% less Nitrate and Coal.
meleeTorchRE,Torch
Torchdesc,Turn on/off with [F]
ClassicModeInventoryBlocker,Classic Mode Inventory Blocker
ClassicModeInventoryBlockerDesc,"You're playing Classic Mode, this inventory slot is permanently blocked."
SurvivalKnife,Survival Knife
SurvivalKnifedesc,"Jill's custom made knife, great for close quarter combat and harvesting animals.\n\nSprinting Attack: +15% dismember chance.\nStamina > 50%: +10% dismember chance.\n(Calculates after attack)"
statStaminaLossPower,Stamina Cost (Power Attack)
S.T.A.R.SHandgun,S.T.A.R.S Handgun
Handgundesc,"A Custom S.T.A.R.S. Standard Handgun, fires 9×19mm parabellum rounds.\n\n\n"
MagnumRevolver,Magnum Revolver
Magnumdesc,"A heavy magnum revolver, an extremely powerful handgun. It fires .357 magnum rounds.\n\n\n"
PumpShotgun,Pump Shotgun
AssaultShotgun,Assault Shotgun
Shotgundesc,"Fires 12 Gauge Shells and Slugs. A weapon that is capable of firing wide-range.\nIt's old and worn so has a slow fire rate.\n\nA great chance to remove a leg!\n\n\n"
AK-47,AK-47 Assault Rifle
Rifledesc,"An automatic assault rifle that can help you in desperate situations.\n\n\n"
GrenadeLauncher,Grenade Launcher
RocketLauncher,Rocket Launcher
Launcherdesc,"Forest Speyer's favourite weapon.\nA destructive weapon, try not to blow yourself up, alright!\n\nCan be loaded with 3 different types of shells:\nGrenade, Acid and Incendiary."
DestroyedRocketLauncher,Destroyed Rocket Launcher
Launcher2desc,"Destroyed beyond repair, whoops!"
QuadRocketLauncher,Quad Rocket Launcher
MilitaryGoods,Military Goods
MilitaryGoodsdesc,"Some military-grade gear you found in a secret closet."
BulletProofVest,Bullet Proof Vest
Vestdesc,This protective vest will mitigate 25% damage.\nStacks with Pain Tolerance.
Bandolier,Bandolier
Bandolierdesc,"While wearing this, your reload time is reduced by 40% and you'll no longer suffer mobility penalty while reloading."
armorJillClothingDesc,"Standard S.T.A.R.S Uniform.\n\nWon't protect you from damage, but will protect you from the heat and cold."
armorJillOutfit,Jill's Uniform
armorJillGloves,Jill's Gloves
armorJillBoots,Jill's Boots
modGunSoundSuppressorSilencerRE,Handgun Suppressor
SuppressorDesc,"Installing this suppressor on your handgun will quadruple your critical hit rate.\nDoes not increase damage.\n\nWon't work on tough hostiles.\n\n\n"
modMeleeSerratedBladeRE,Serrated Blade
SerratedBladeDesc,"This knife attachment increases dismember chance by 40%.\n\n(Does not increase damage)"
apparelToughGuySunglasses,Wesker's Sunglasses
ammo9mmBulletBallRE,9x19mm Parabellum Bullet
ammo9mmBulletHPRE,HiPower 9x19mm Parabellum Bullet
ammo44MagnumBulletBallRE,.357 Magnum Bullet
ammo44MagnumBulletHPRE,HiPower .357 Magnum Bullet
ammo762mmBulletBallRE,7.62 Rifle Bullet
ammo762mmBulletHPRE,HiPower 7.62 Rifle Bullet
ammoShotgunShellRE,12 Gauge Shotgun Shell
ammoShotgunSlugRE,Shotgun Slug
ammoRocketHERE,Anti-Tyrant Fragmentation Rocket
ammoRocketFragRE,Fragmentation Rocket
ammoGrenadeExplosiveRE,Grenade Shell
GrenadeExplosiveDesc,"A type of round for the Grenade Launcher that has an increased chance to cause dismemberment."
ammoGrenadeAcidRE,Acid Shell
GrenadeAcidDesc,"A type of round for the Grenade Launcher that is filled with sulphuric acid.\n\nDeals massive damage to living targets."
ammoGrenadeFlameRE,Incendiary Shell
GrenadeFlameDesc,"A type of round for the Grenade Launcher that will set anything on fire.\n\nCan help prevent Crimson Head resurrection."
statEntityDamageExplosionLiving,"+ Explosion Damage (Hunter, Spider, Tyrant)"
statEntityDamageRangedImpactLiving,"+ Impact Damage (Hunter, Spider, Tyrant)"
statEntityDamageExplosionSpider,"Explosion Damage (Spider, Plant)"
statEntityDamageRangedImpactSpider,"Impact Damage (Spider, Plant)"
thrownGrenadeRE,Sticky Grenade
GrenadeDesc,This grenade will stick to anything when thrown.
Kerosene,Kerosene
